FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
ubs.fid-4d3f006b_168d7d75ee6_-4f9b,39583,Ubaitaba/Ba - BA - UBS - Ubaitaba - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,UBAITABA/BA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.32253374787201 -14.3034249865446)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f9a,39583,Ubaitaba/Ba - BA - UBS - Ubaitaba - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,UBAITABA/BA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.32253374787201 -14.3034249865446)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f99,39588,Várzea Nova/Ba - BA - UBS - Várzea Nova - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,VÁRZEA NOVA/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.94355035444259 -11.256116071383499)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f98,39588,Várzea Nova/Ba - BA - UBS - Várzea Nova - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,VÁRZEA NOVA/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.94355035444259 -11.256116071383499)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f97,39589,Várzea Nova/Ba - BA - UBS - Várzea Nova - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,VÁRZEA NOVA/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.94355035444259 -11.256116071383499)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f96,39589,Várzea Nova/Ba - BA - UBS - Várzea Nova - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,VÁRZEA NOVA/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.94355035444259 -11.256116071383499)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f95,39591,Várzea Nova/Ba - BA - UBS - Várzea Nova - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,VÁRZEA NOVA/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.94355035444259 -11.256116071383499)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f94,39591,Várzea Nova/Ba - BA - UBS - Várzea Nova - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,VÁRZEA NOVA/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.94355035444259 -11.256116071383499)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f93,39599,Vera Cruz/Ba - BA - UBS - Vera Cruz - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,VERA CRUZ/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6156544405454 -12.957290895881298)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f92,39599,Vera Cruz/Ba - BA - UBS - Vera Cruz - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,VERA CRUZ/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6156544405454 -12.957290895881298)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f91,39607,Wenceslau Guimarães/Ba - BA - UBS - Wenceslau Guimarães - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,WENCESLAU GUIMARÃES/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.4765461303412 -13.6912746625197)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f90,39607,Wenceslau Guimarães/Ba - BA - UBS - Wenceslau Guimarães - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,WENCESLAU GUIMARÃES/BA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.4765461303412 -13.6912746625197)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f8f,39608,Wenceslau Guimarães/Ba - BA - UBS - Wenceslau Guimarães - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,WENCESLAU GUIMARÃES/BA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.4765461303412 -13.6912746625197)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f8e,39608,Wenceslau Guimarães/Ba - BA - UBS - Wenceslau Guimarães - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,WENCESLAU GUIMARÃES/BA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.4765461303412 -13.6912746625197)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f8d,39609,Wenceslau Guimarães/Ba - BA - UBS - Wenceslau Guimarães - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,WENCESLAU GUIMARÃES/BA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.4765461303412 -13.6912746625197)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f8c,39609,Wenceslau Guimarães/Ba - BA - UBS - Wenceslau Guimarães - BA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,BA,WENCESLAU GUIMARÃES/BA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.4765461303412 -13.6912746625197)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f8b,39617,Acopiara/Ce - CE - UBS - Acopiara - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,ACOPIARA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.44840151236 -6.08950877845619)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f8a,39617,Acopiara/Ce - CE - UBS - Acopiara - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,ACOPIARA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.44840151236 -6.08950877845619)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f89,39618,Acopiara/Ce - CE - UBS - Acopiara - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,ACOPIARA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.44840151236 -6.08950877845619)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f88,39618,Acopiara/Ce - CE - UBS - Acopiara - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,ACOPIARA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.44840151236 -6.08950877845619)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f87,39631,Barbalha/Ce - CE - UBS - Barbalha - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,BARBALHA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.3024391400986 -7.29860712812274)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f86,39631,Barbalha/Ce - CE - UBS - Barbalha - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,BARBALHA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.3024391400986 -7.29860712812274)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f85,39634,Barbalha/Ce - CE - UBS - Barbalha - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,BARBALHA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.3024391400986 -7.29860712812274)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f84,39634,Barbalha/Ce - CE - UBS - Barbalha - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,BARBALHA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.3024391400986 -7.29860712812274)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f83,39644,Campos Sales/Ce - CE - UBS - Campos Sales - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CAMPOS SALES/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-40.369046092130496 -7.06801254565447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f82,39644,Campos Sales/Ce - CE - UBS - Campos Sales - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CAMPOS SALES/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-40.369046092130496 -7.06801254565447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f81,39645,Campos Sales/Ce - CE - UBS - Campos Sales - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CAMPOS SALES/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-40.369046092130496 -7.06801254565447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f80,39645,Campos Sales/Ce - CE - UBS - Campos Sales - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CAMPOS SALES/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-40.369046092130496 -7.06801254565447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f7f,39646,Campos Sales/Ce - CE - UBS - Campos Sales - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CAMPOS SALES/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-40.369046092130496 -7.06801254565447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f7e,39646,Campos Sales/Ce - CE - UBS - Campos Sales - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CAMPOS SALES/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-40.369046092130496 -7.06801254565447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f7d,39653,Carnaubal/Ce - CE - UBS - Carnaubal - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CARNAUBAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.941675099048496 -4.160224984684939)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f7c,39653,Carnaubal/Ce - CE - UBS - Carnaubal - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CARNAUBAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.941675099048496 -4.160224984684939)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f7b,39655,Caucaia/Ce - CE - UBS - Caucaia - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CAUCAIA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.662282489025095 -3.72834255402753)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f7a,39655,Caucaia/Ce - CE - UBS - Caucaia - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,CAUCAIA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.662282489025095 -3.72834255402753)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f79,39704,Fortaleza/Ce - CE - UBS - Fortaleza - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,FORTALEZA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.543 -3.717)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f78,39704,Fortaleza/Ce - CE - UBS - Fortaleza - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,FORTALEZA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.543 -3.717)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f77,39713,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f76,39713,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f75,39714,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f74,39714,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f73,39715,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f72,39715,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f71,39716,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f70,39716,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f6f,39717,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f6e,39717,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f6d,39718,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f6c,39718,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f6b,39719,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f6a,39719,Guaiúba/Ce - CE - UBS - Guaiúba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,GUAIÚBA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6407234319504 -4.040950082964089)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f69,39728,Ibicuitinga/Ce - CE - UBS - Ibicuitinga - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,IBICUITINGA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6366008427361 -4.970379510301419)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f68,39728,Ibicuitinga/Ce - CE - UBS - Ibicuitinga - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,IBICUITINGA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6366008427361 -4.970379510301419)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f67,39729,Ibicuitinga/Ce - CE - UBS - Ibicuitinga - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,IBICUITINGA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6366008427361 -4.970379510301419)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f66,39729,Ibicuitinga/Ce - CE - UBS - Ibicuitinga - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,IBICUITINGA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.6366008427361 -4.970379510301419)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f65,39730,Icapuí/Ce - CE - UBS - Icapuí - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,ICAPUÍ/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-37.3534025134773 -4.71244809876612)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f64,39730,Icapuí/Ce - CE - UBS - Icapuí - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,ICAPUÍ/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-37.3534025134773 -4.71244809876612)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f63,39733,Icó/Ce - CE - UBS - Icó - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,ICÓ/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.855706609302196 -6.39666855296025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f62,39733,Icó/Ce - CE - UBS - Icó - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,ICÓ/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.855706609302196 -6.39666855296025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f61,39744,Ipaumirim/Ce - CE - UBS - Ipaumirim - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,IPAUMIRIM/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7182096914174 -6.7830486337371)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f60,39744,Ipaumirim/Ce - CE - UBS - Ipaumirim - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,IPAUMIRIM/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7182096914174 -6.7830486337371)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f5f,39767,Jaguaretama/Ce - CE - UBS - Jaguaretama - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,JAGUARETAMA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7642143068968 -5.60548744817107)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f5e,39767,Jaguaretama/Ce - CE - UBS - Jaguaretama - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,JAGUARETAMA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7642143068968 -5.60548744817107)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f5d,39768,Jaguaretama/Ce - CE - UBS - Jaguaretama - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,JAGUARETAMA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7642143068968 -5.60548744817107)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f5c,39768,Jaguaretama/Ce - CE - UBS - Jaguaretama - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,JAGUARETAMA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7642143068968 -5.60548744817107)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f5b,39789,Juazeiro do Norte/Ce - CE - UBS - Juazeiro do Norte - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,JUAZEIRO DO NORTE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.307952106884 -7.19661035027144)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f5a,39789,Juazeiro do Norte/Ce - CE - UBS - Juazeiro do Norte - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,JUAZEIRO DO NORTE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.307952106884 -7.19661035027144)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f59,39792,Jucás/Ce - CE - UBS - Jucás - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,JUCÁS/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.5190394127141 -6.515627002760939)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f58,39792,Jucás/Ce - CE - UBS - Jucás - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,JUCÁS/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.5190394127141 -6.515627002760939)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f57,39793,Madalena/Ce - CE - UBS - Madalena - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MADALENA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.5729018376839 -4.84639703298081)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f56,39793,Madalena/Ce - CE - UBS - Madalena - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MADALENA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.5729018376839 -4.84639703298081)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f55,39794,Madalena/Ce - CE - UBS - Madalena - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MADALENA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.5729018376839 -4.84639703298081)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f54,39794,Madalena/Ce - CE - UBS - Madalena - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MADALENA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.5729018376839 -4.84639703298081)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f53,39795,Madalena/Ce - CE - UBS - Madalena - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MADALENA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.5729018376839 -4.84639703298081)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f52,39795,Madalena/Ce - CE - UBS - Madalena - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MADALENA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.5729018376839 -4.84639703298081)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f51,39797,Massapê/Ce - CE - UBS - Massapê - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MASSAPÊ/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.342636777737006 -3.52401925152946)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f50,39797,Massapê/Ce - CE - UBS - Massapê - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MASSAPÊ/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.342636777737006 -3.52401925152946)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f4f,39804,Meruoca/Ce - CE - UBS - Meruoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MERUOCA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.4534727208123 -3.540115335009)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f4e,39804,Meruoca/Ce - CE - UBS - Meruoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MERUOCA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.4534727208123 -3.540115335009)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f4d,39805,Meruoca/Ce - CE - UBS - Meruoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MERUOCA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.4534727208123 -3.540115335009)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f4c,39805,Meruoca/Ce - CE - UBS - Meruoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MERUOCA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.4534727208123 -3.540115335009)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f4b,39810,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f4a,39810,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f49,39811,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f48,39811,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f47,39812,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
